id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|Endothelial	B-cells|Fibroblast	B-cells|Macrophages	B-cells|Neuron	B-cells|RBC	B-cells|T-cells	B-cells|Unknown	B-cells|VSMC	Endothelial|B-cells	Endothelial|Endothelial	Endothelial|Fibroblast	Endothelial|Macrophages	Endothelial|Neuron	Endothelial|RBC	Endothelial|T-cells	Endothelial|Unknown	Endothelial|VSMC	Fibroblast|B-cells	Fibroblast|Endothelial	Fibroblast|Fibroblast	Fibroblast|Macrophages	Fibroblast|Neuron	Fibroblast|RBC	Fibroblast|T-cells	Fibroblast|Unknown	Fibroblast|VSMC	Macrophages|B-cells	Macrophages|Endothelial	Macrophages|Fibroblast	Macrophages|Macrophages	Macrophages|Neuron	Macrophages|RBC	Macrophages|T-cells	Macrophages|Unknown	Macrophages|VSMC	Neuron|B-cells	Neuron|Endothelial	Neuron|Fibroblast	Neuron|Macrophages	Neuron|Neuron	Neuron|RBC	Neuron|T-cells	Neuron|Unknown	Neuron|VSMC	RBC|B-cells	RBC|Endothelial	RBC|Fibroblast	RBC|Macrophages	RBC|Neuron	RBC|RBC	RBC|T-cells	RBC|Unknown	RBC|VSMC	T-cells|B-cells	T-cells|Endothelial	T-cells|Fibroblast	T-cells|Macrophages	T-cells|Neuron	T-cells|RBC	T-cells|T-cells	T-cells|Unknown	T-cells|VSMC	Unknown|B-cells	Unknown|Endothelial	Unknown|Fibroblast	Unknown|Macrophages	Unknown|Neuron	Unknown|RBC	Unknown|T-cells	Unknown|Unknown	Unknown|VSMC	VSMC|B-cells	VSMC|Endothelial	VSMC|Fibroblast	VSMC|Macrophages	VSMC|Neuron	VSMC|RBC	VSMC|T-cells	VSMC|Unknown	VSMC|VSMC
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.049																				0.485		0.289																0.49		0.294																																									
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.049																																																								0.388							0.386		0.302							0.3									
CPI-SS083296041	CD40_CD40LG	simple:P25942	simple:P29965	CD40	CD40LG	True	True	False	curated	False	0.062							0.503	0.382								0.426	0.305																																																					0.402											
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.062											0.222	0.197	0.225			0.194	0.255																																																																
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	0.062		0.259									2.123																		0.288																											0.255																		0.277							
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.062			0.309									0.365																		0.493																											0.319									0.42															
CPI-SS0DCA69916	TNFRSF13B_TNFSF13	simple:O14836	simple:O75888	TNFRSF13B	TNFSF13	True	True	False	curated	False	0.062			0.259	0.71	0.244																																																													0.19	0.64														
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.062																0.353									0.365									0.374									0.253																																				0.326		
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	0.062																																					0.508			0.426	0.427		0.474	0.589																																					
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	True	True	False	curated	False	0.062												0.632									0.917									0.927									0.591																																				0.823						
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	EGFR	TGFB1	True	True	False	IMEx,InnateDB-All,MINT	False	0.062																			0.311	0.367		0.495			0.32	0.422																																																							
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.062							0.561	0.626																																																												0.378		0.597	0.663										
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	I2D	False	0.062																0.215									0.269									0.18									0.222																																				0.249		
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	0.062											0.393									0.678									0.688									0.351																																				0.583							
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.062																																																																												0.571	0.363		0.399	0.33	0.274
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.074											0.572																		0.287									0.435																		0.34									0.391									0.259							
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.074											0.354			1.218						1.51			2.374																																																			0.87			1.734				
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	COL12A1		True	False	False	curated	True	0.074																				0.246			0.258				0.4											0.253			0.265				0.408																																				
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.074																				0.188	0.131		0.116															0.193	0.136		0.121																																								
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	COL6A1		True	False	False	curated	True	0.074																				0.631			0.643				0.786																																															0.49			0.501				0.644
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.074																			1.359			0.899			1.038	1.253																																															1.109							1.003	
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	COL14A1		True	False	False	curated	True	0.074																				0.671			0.683				0.826											0.523			0.535				0.678																																				
CPI-SC053BBE2B1	COL16A1_a1b1 complex	simple:Q07092	complex:a1b1 complex	COL16A1		True	False	False	curated	True	0.074																				0.269			0.281				0.424											0.493			0.504				0.647																																				
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0.074											0.195	0.201								0.259	0.265																																																					0.202	0.208						
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	COL5A1		True	False	False	curated	True	0.074																				0.318			0.33				0.473											0.235			0.247				0.39																																				
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.074											0.54	0.483		0.468						0.186	0.129		0.115																																																										
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	CD44	HBEGF	True	True	True	I2D,InnateDB-All	False	0.074																							0.409									0.794									0.586																		0.622									0.553									0.497				
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0.074																			0.188	0.458	0.622	0.696	0.365				0.338																																																						
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0.074												0.933		0.7							0.486		0.253																0.742		0.508																																								
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	0.074																					0.628		0.318				0.255																																																0.628		0.319				0.256
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.074																													0.251	0.256	0.257																																											0.219	0.224	0.224					
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	CD226	NECTIN2	False	True	True	curated	False	0.074																																																								0.517	0.261						0.297		0.425	0.169						0.205									
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0.074											0.495		0.211	0.358		0.263	0.315	0.183																																																															
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	TNFSF13	FAS	True	False	True	I2D,InnateDB-All	False	0.074																						0.168					0.177				0.618					0.628				0.152					0.161																																				
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	GPR37	PSAP	True	True	False	guidetopharmacology.org	False	0.086																																					0.356	0.954	1.014	1.212	1.051			0.36	0.751																																				
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.086																					0.253	0.468			0.39	0.336	0.277																																																	0.334			0.256		
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.086																												0.38	0.649	0.813	0.887	0.557			0.391	0.529																																													
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	True	False	True	I2D,InnateDB-All	False	0.086																									0.356	0.422						0.588		0.807	0.872								0.34	0.406																																					
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	0.086											0.308	0.214								1.143	1.049																	0.222																																				0.465	0.37						
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	LAMC1		True	False	False	curated	True	0.099														0.32				0.478					0.505				0.663														0.509				0.667																																0.329				0.487
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	PTPRC	CD22	False	False	True	curated	False	0.099	1.081							1.073																				1.238							1.23																				1.243							1.235		1.21							1.203										
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	0.099										0.48			0.876			0.601	0.683		0.358			0.754			0.479	0.561																																																							
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.099											0.291	0.196								0.822	0.728								0.287	0.193																																												0.297	0.203						
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.099										0.7			0.532		0.388	0.711	0.874																				0.467						0.478	0.641																																					
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.099				0.721									0.741									0.81									0.965									1.097																		0.804									0.789									0.732					
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.099		0.263									0.239									0.314									0.405									0.308																		0.239									0.275									0.25							
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	EGFR	COPA	True	True	False	InnateDB-All	False	0.099																			0.15	0.179	0.298	0.192	0.181		0.161	0.172	0.183																																																						
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	0.099											0.343	0.397		0.447				0.854		0.221	0.274		0.325				0.731																																																						
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	0.099										0.187	0.162	0.237	0.328	0.231		0.163	0.198	0.173																																																															
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.099																					1.145	0.595	0.459				0.445												0.895	0.345	0.209				0.195																																				
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	COL5A2		True	False	False	curated	True	0.111																				0.494			0.506				0.648											0.349			0.361				0.504																													0.298			0.309				0.452
CPI-SC0F73E9099	COL1A1_a1b1 complex	simple:P02452	complex:a1b1 complex	COL1A1		True	False	False	curated	True	0.111																				1.997			2.009				2.152											1.125			1.137				1.28																													0.268			0.28				0.423
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	COL4A2		True	False	False	curated	True	0.111											0.226			0.237				0.38		0.246			0.258				0.4																																															0.46			0.471				0.614
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	COL6A2		True	False	False	curated	True	0.111																				1.15			1.162				1.305											0.312			0.323				0.466																													0.914			0.926				1.068
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	COL15A1		True	False	False	curated	True	0.111											0.297			0.309				0.452		0.69			0.701				0.844											0.398			0.409				0.552																																				
CPI-SC0EB8DC52F	CD47_SIRB1 complex	simple:Q08722	complex:SIRB1 complex	CD47		False	True	True	curated	False	0.111				1.085									1.183									1.179									1.085									0.921									0.734									1.14									1.244									0.867					
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.111																																					0.839	1.437	1.497	1.695	1.534	0.658	0.751	0.843	1.234																																				
CPI-SC0DAD29856	COL5A3_a1b1 complex	simple:P25940	complex:a1b1 complex	COL5A3		True	False	False	curated	True	0.111																				0.536			0.548				0.691											0.86			0.872				1.015																													0.442			0.453				0.596
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	guidetopharmacology.org	False	0.111																				0.959	1.471		0.601															0.732	1.244		0.374																																	0.705	1.217		0.347				
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	COL18A1		True	False	False	curated	True	0.111											0.521			0.533				0.675																				0.317			0.329				0.471																													0.289			0.301				0.444
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	COL3A1		True	False	False	curated	True	0.123																		0.382		2.339			2.35				2.493											1.764			1.775				1.918																													1.263			1.275				1.417
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	0.123													0.736			0.449						0.759			0.471	0.301					0.78			0.493	0.323																																									0.747			0.459		
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.123				0.305									0.863			0.72	0.714														0.576			0.433	0.427																							0.354			0.21						0.346														
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	PLXNB2	SEMA4D	False	True	True	curated	False	0.123																0.146	0.174								0.172	0.2								0.37	0.397								0.214	0.242																																			0.156	0.184	
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.123		0.341	0.347								0.397	0.403																	0.525	0.531																										0.351	0.357								0.452	0.458															
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	0.148											0.46	0.743		0.97				0.307		0.524	0.807		1.034				0.371																																															0.467	0.75		0.976				0.314
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.148													0.327			0.183	0.178					0.35			0.206	0.201					0.371			0.228	0.222																																									0.337			0.194	0.188	
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	curated	True	0.148													0.327			0.183	0.178					0.35			0.206	0.201					0.371			0.228	0.222																																									0.337			0.194	0.188	
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.148									0.355		0.46							0.625		0.624							0.789		0.699							0.863		0.368							0.532																											0.367		0.341							0.505
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.148											0.364			0.532			0.154			0.549			0.717			0.339												0.552			0.72			0.343																														0.373			0.541			0.163	
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	True	False	True	guidetopharmacology.org	False	0.148												0.551		0.324				0.298			0.704		0.477				0.451												0.574		0.347				0.321																														0.701		0.474				0.447
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	COL4A1		True	False	False	curated	True	0.148											0.6			0.612				0.754		0.712			0.724				0.867											0.91			0.922				1.065																													1.324			1.335				1.478
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	0.16	0.244			0.373			0.347			0.253			0.382			0.356						0.334			0.308			0.248			0.377			0.352																																	0.37			0.344											
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	TNFSF13	TNFRSF1A	True	False	True	I2D,InnateDB-All	False	0.173																				0.276	0.288	0.297	0.176				0.249		0.727	0.738	0.747	0.627				0.7		0.261	0.272	0.281					0.233																																				
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	COPA	SORT1	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.173		0.153							0.317		0.182							0.346		0.301							0.465		0.195							0.359									0.348											0.164							0.328									0.339		0.186							0.35
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	PLXNB2	PTN	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	0.185											0.253			0.739				1.037		0.28			0.765				1.064		0.477			0.963				1.261		0.321			0.807				1.105																													0.264			0.75				1.048
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	True	True	curated	False	0.185											0.224	0.186		0.231						0.25	0.213		0.257						0.448	0.41		0.454						0.292	0.254		0.299																																	0.234	0.197		0.241				
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.185											0.212	0.206		0.26						0.266	0.259		0.314						0.177	0.171		0.225						0.219	0.213		0.267																																	0.246	0.239		0.294				
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.198	2.477	2.507	2.625	2.519	2.508		2.489	2.499	2.51																																																							2.079	2.109	2.227	2.121	2.11		2.091	2.101	2.112									
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	0.198		3.165	3.522		3.368		2.479	2.491	3.104																				1.878	2.235		2.081				1.817																													2.767	3.124		2.97		2.081	2.093	2.706									
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.198											0.144	0.198		0.248				0.655		0.198	0.252		0.302				0.709											0.248	0.302		0.353				0.759																													0.655	0.709		0.759				1.166
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	CRLF2		True	True	True	curated	False	0.198							0.393	0.421								0.345	0.374								0.329	0.358								0.438	0.467								0.334	0.363																	0.37	0.399								0.366	0.395								0.357	0.386	
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.198										0.216			0.356			0.278	0.251		0.748			0.887			0.809	0.783		0.213			0.352			0.274	0.248																																						0.223			0.362			0.284	0.258	
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0.198										0.349			0.745			0.47	0.552		0.881			1.277			1.002	1.084		0.346			0.742			0.467	0.549																																						0.356			0.752			0.477	0.559	
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.222											0.523	0.468						0.694											0.238	0.184						0.409		0.385	0.331						0.557											0.29	0.236						0.461		0.342	0.288						0.513		0.21	0.156						0.381
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	0.259										0.214	0.19	0.264	0.355	0.258		0.19	0.225	0.201	0.16		0.21	0.301	0.204				0.146																																														0.385	0.361	0.436	0.527	0.43		0.361	0.397	0.372
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	0.321		0.606	0.889		1.116				0.453		0.662	0.945		1.171				0.509		0.423	0.706		0.933						0.79	1.073		1.3				0.637																				0.615	0.899		1.125				0.463		0.717	1.0		1.227				0.564		0.464	0.747		0.973				
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.407										0.323	0.592	0.756	0.83	0.5			0.334	0.473	0.335	0.604	0.768	0.842	0.512			0.346	0.484	0.343	0.613	0.777	0.851	0.52			0.355	0.493		0.492	0.656	0.73	0.4				0.373																												0.296	0.565	0.729	0.803	0.473			0.307	0.446
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.432										0.857	0.793	0.775	0.731	0.842			0.79	0.756	1.078	1.014	0.996	0.952	1.063			1.011	0.977	0.829	0.765	0.747	0.704	0.814			0.762	0.729	1.022	0.958	0.94	0.896	1.007			0.955	0.921																												1.014	0.95	0.932	0.888	0.999			0.947	0.913
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	THY1		False	False	False	curated	True	1.432																																																																																	
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	1.432																																																																																	
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	VWF		True	False	False	curated	True	1.432																																																																																	
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	SPP1		True	False	False	curated	True	1.432																																																																																	
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	1.432																																																																																	
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	COL4A3		True	False	False	curated	True	1.432																																																																																	
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	FGF2		True	False	False	curated	True	1.432																																																																																	
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	COL5A3		True	False	False	curated	True	1.432																																																																																	
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	FGF1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	COL11A2		True	False	False	curated	True	1.432																																																																																	
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	VTN		True	False	False	curated	True	1.432																																																																																	
CPI-SC0ADD7BEF0	COL19A1_a2b1 complex	simple:Q14993	complex:a2b1 complex	COL19A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	COL28A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	COL13A1		False	False	False	curated	True	1.432																																																																																	
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	COL27A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0AD6D8724	COL26A1_a2b1 complex	simple:Q96A83	complex:a2b1 complex	COL26A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	THBS1		False	False	False	curated	True	1.432																																																																																	
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	COL17A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	COL9A2		True	False	False	curated	True	1.432																																																																																	
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	CDH1		False	False	False	curated	True	1.432																																																																																	
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	FN1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	LAMC1		True	False	False	curated	True	1.432																																																																																	
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	COL4A6		True	False	False	curated	True	1.432																																																																																	
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	COL14A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	1.432																																																																																	
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	COL16A1		True	False	False	curated	True	1.432																																																																																	
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	FGF2	FGFRL1	True	False	True	I2D	False	1.432																																																																																	
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC041215790	COL26A1_a11b1 complex	simple:Q96A83	complex:a11b1 complex	COL26A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC05F111D21	COL27A1_a11b1 complex	simple:Q8IZC6	complex:a11b1 complex	COL27A1		True	False	False	curated	True	1.432																																																																																	
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	1.432																																																																																	
CPI-SC0035F0B0F	COL19A1_a11b1 complex	simple:Q14993	complex:a11b1 complex	COL19A1		True	False	False	curated	True	1.432																																																																																	
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	COL9A2		True	False	False	curated	True	1.432																																																																																	
CPI-SC0B066E03C	COL4A6_a11b1 complex	simple:Q14031	complex:a11b1 complex	COL4A6		True	False	False	curated	True	1.432																																																																																	
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	1.432																																																																																	
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ADGRG5	FAM3C	True	True	False	InnateDB-All	False	1.432																																																																																	
CPI-SC0674C647E	COL4A3_a11b1 complex	simple:Q01955	complex:a11b1 complex	COL4A3		True	False	False	curated	True	1.432																																																																																	
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	1.432																																																																																	
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.432																																																																																	
