gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
SCT	P09683	False	SECR_HUMAN		CPI-SS021F26C73	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.093	0.003	0.037	0.354	0.0	0.02	0.0	0.013
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.009	0.453	0.92	0.0	0.0	0.0	0.015	0.0	0.136
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0	0.0	0.021	0.0	0.0	0.0	0.005	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.0	0.093	0.003	0.037	0.354	0.0	0.02	0.0	0.013
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.0	0.093	0.003	0.037	0.354	0.0	0.02	0.0	0.013
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.0	0.212	0.244	0.0	1.412	0.0	0.0	0.0	1.166
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.0	0.093	0.003	0.037	0.354	0.0	0.02	0.0	0.013
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.036	0.076	0.027	0.043	0.0	0.0	0.038	0.0	0.029
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.0	0.041	0.02	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.0	0.041	0.02	0.0	0.0	0.0	0.0	0.0	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.0	0.0	0.021	0.0	0.0	0.0	0.005	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.0	0.036	0.057	0.0	0.0	0.0	0.041	0.0	0.217
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.0	0.041	0.02	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.019	0.009	0.405	0.024	0.0	0.004	0.016	0.0	0.249
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.0	0.093	0.342	0.13	0.0	0.0	0.0	0.0	0.013
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.0	0.317	0.069	0.0	0.0	0.0	0.0	0.0	0.023
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.0	0.0	0.0	0.0	0.0	0.004	0.712	0.763	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.0	0.005	0.069	0.0	0.0	0.0	0.0	0.0	0.108
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.036	0.076	0.027	0.043	0.0	0.0	0.038	0.0	0.029
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.164	0.055	0.063	0.0	0.0	0.0	0.0	0.306
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.0	0.041	0.02	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.0	0.125	0.0	0.0	0.0	0.0	0.007	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.481	0.203	0.168	0.573	0.0	0.005	0.0	0.644
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.0	0.125	0.0	0.0	0.0	0.0	0.007	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.481	0.203	0.168	0.573	0.0	0.005	0.0	0.644
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.0	0.125	0.0	0.0	0.0	0.0	0.007	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.0	0.481	0.203	0.168	0.573	0.0	0.005	0.0	0.644
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.058	0.169	0.32	0.529	0.0	0.007	0.0	0.0	0.321
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.058	0.169	0.32	0.529	0.0	0.007	0.0	0.0	0.321
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.409	0.0	0.0	0.184	0.0	0.0	0.0	0.763	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.058	0.169	0.32	0.529	0.0	0.007	0.0	0.0	0.321
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.0	0.0	0.118	0.0	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.032	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.032	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.035	0.132	0.975	0.0	0.0	0.019	0.0	0.05
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.737	0.007	0.0	0.0	0.0	0.0	0.045	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0	0.317	0.069	0.0	0.0	0.0	0.0	0.0	0.023
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.0	0.317	0.069	0.0	0.0	0.0	0.0	0.0	0.023
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.0	0.317	0.069	0.0	0.0	0.0	0.0	0.0	0.023
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.0	0.317	0.069	0.0	0.0	0.0	0.0	0.0	0.023
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0	0.01	0.0	0.0	0.0	0.004	0.258	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0ADA38C78	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.036	0.0	0.0	0.279	0.0	0.0	0.016	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0CBA3DA0D	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.038	0.005	0.0	0.215	0.0	0.0	0.509	0.763	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.009	0.0	0.003	0.0	0.0	0.0	0.016	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.009	0.0	0.003	0.0	0.0	0.0	0.016	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.036	0.0	0.0	0.279	0.0	0.0	0.016	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.86	0.006	0.016	0.0	0.0	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.0	0.255	0.403	0.007	0.0	0.0	0.007	0.0	0.203
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.018	0.0	0.012	0.028	0.0	0.0	0.011	0.0	0.024
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.0	0.0	0.27	0.129	0.0	0.004	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	0.0	0.0	0.27	0.129	0.0	0.004	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.0	0.206	0.063	0.0	0.0	0.0	0.0	0.0	0.09
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.049	0.011	0.0	0.0	0.0	0.0	0.015	0.0	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.0	0.039	0.022	0.041	0.0	0.0	0.005	0.0	0.017
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.0	0.0	0.048	0.393	0.0	0.007	0.969	1.191	0.016
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.0	0.174	0.014	0.0	0.0	0.0	0.0	0.0	0.544
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.0	0.044	0.008	0.0	0.0	0.0	0.023	0.0	0.028
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0	0.0	0.169	0.0	0.0	0.0	0.005	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.0	0.044	0.008	0.0	0.0	0.0	0.023	0.0	0.028
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.169	0.0	0.0	0.0	0.005	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.023
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.0	0.853	0.094	0.007	0.0	0.0	0.0	0.0	0.105
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0	0.015	0.006	0.015	0.0	0.0	0.005	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.0	0.238	0.004	0.018	0.0	0.0	0.0	0.0	0.195
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.0	0.201	0.167	0.0	0.0	0.004	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0EDD4928A	0.0	0.006	0.078	0.0	0.0	0.0	0.0	0.0	0.038
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.0	0.0	0.042	0.0	1.4	0.0	0.0	0.0	0.0
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	0.0	0.03	0.0	0.0	0.673	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.0	0.282	0.448	0.387	0.235	0.0	0.037	0.0	0.34
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.0	0.0	0.004	0.02	0.0	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.0	0.282	0.448	0.387	0.235	0.0	0.037	0.0	0.34
CD70	P32970	False	CD70_HUMAN		CPI-SS08A819670	0.005	0.0	0.012	0.0	0.0	0.0	0.01	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.01	0.144	0.693	0.0	0.0	0.0	0.012	0.0	0.096
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.0	0.71	0.061	0.0	0.0	0.012	0.006	0.0	0.0
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.148	0.0	0.012	0.126	0.0	0.004	0.091	0.0	0.0
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	0.003	0.223	0.185	0.0	0.338	0.0	0.019	0.0	0.311
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.0	0.005	0.125	0.021	0.0	0.0	0.015	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.082	0.143	0.698	0.059	0.0	0.0	0.111	0.0	0.115
NTF3	P20783	False	NTF3_HUMAN		CPI-SS05162C56B	0.0	0.012	0.108	0.0	0.0	0.0	0.0	0.0	0.145
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.211	0.245	0.409	0.136	0.297	0.004	0.214	0.0	0.315
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.062	0.157	0.17	0.29	0.0	0.005	0.047	0.0	0.118
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.022	0.529	0.0	0.0	0.012	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0	0.083	0.004	0.234	0.0	0.0	0.116	0.0	0.201
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.0	0.008	0.028	0.0	0.0	0.022	0.0	0.0
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	0.009	0.646	0.0	0.0	0.0	0.0	0.0	0.0	0.733
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.01	0.0	0.0	0.608	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	0.0	0.0	0.013	0.006	0.0	0.0	0.033	0.0	0.03
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	0.062	0.157	0.17	0.29	0.0	0.005	0.047	0.0	0.118
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.013	0.006	0.0	0.0	0.033	0.0	0.03
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.0	0.0	0.013	0.006	0.0	0.0	0.033	0.0	0.03
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.014	0.39	0.688	0.096	0.297	0.0	0.049	0.0	0.601
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.014	0.39	0.688	0.096	0.297	0.0	0.049	0.0	0.601
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.004	0.0	1.562	0.0	0.005	0.0	0.0	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.0	0.004	0.0	1.562	0.0	0.005	0.0	0.0	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.403	0.327	0.103	0.174	0.0	0.0	0.0	0.0	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	2.298	0.024	0.013	1.785	0.0	0.029	2.638	2.835	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	2.298	0.024	0.013	1.785	0.0	0.029	2.638	2.835	0.0
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.0	0.193	0.044	0.0	0.0	0.0	0.0	0.0	0.0
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.247	1.108	0.956	1.326	2.115	0.029	1.596	1.72	1.076
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.024	0.667	0.024	0.532	0.0	0.004	0.0	1.704
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.0	0.004	0.059	0.0	0.0	0.0	0.058	0.0	0.014
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.009	0.055	0.0	0.01	0.0	0.008	0.0	0.0	0.034
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.005	0.0	0.0	0.0	0.004	0.295	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.011	0.0	0.0	0.026	0.0	0.0	0.077	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.005	0.0	0.0	0.0	0.004	0.295	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.011	0.0	0.0	0.026	0.0	0.0	0.077	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	1.265	0.0	0.005	0.035	0.0	0.0	0.296	0.763	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.039	0.0	0.0	0.0	0.0	0.008	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	1.265	0.0	0.005	0.035	0.0	0.0	0.296	0.763	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.039	0.0	0.0	0.0	0.0	0.008	0.0	0.0
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0	0.27	0.116	0.023	0.0	0.0	0.023	0.0	0.053
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.015
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.0	0.426	0.191	0.011	0.0	0.0	0.009	0.0	0.086
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS05F0AFA81	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.015
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.028	0.0	0.0	0.811	0.0	0.008	1.2	0.763	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.0	1.168	0.004	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.0	1.36	0.0	0.0	0.0	0.005	0.0	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.0	0.0	0.006	0.0	0.0	0.432	0.0	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.0	0.023	0.885	0.338	0.712	0.0	0.007	0.0	0.482
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.023	0.885	0.338	0.712	0.0	0.007	0.0	0.482
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.011	0.01	0.0	0.573	0.0	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.091	0.028	0.124	0.0	0.0	0.0	0.0	0.057
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.0	0.034	0.002	0.0	0.0	0.0	0.0	0.0	0.0
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.019	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.019	0.467	0.505	0.231	0.665	0.0	0.0	0.0	0.404
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.0	0.089	0.208	0.044	0.0	0.004	0.039	0.0	0.073
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.763	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.0	0.0	0.0	0.126	0.0	0.0	0.155	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0	0.694	0.068	0.028	0.43	0.004	0.0	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0	0.694	0.068	0.028	0.43	0.004	0.0	0.0	0.0
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.037	0.009	0.026	0.0	0.0	0.0	0.007	0.0	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.004	0.051	0.01	0.0	0.0	0.0	0.0	0.015
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.0	0.004	0.051	0.01	0.0	0.0	0.0	0.0	0.015
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.226	0.003	0.11	0.0	0.0	0.0	0.0	0.597
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.013	0.006	0.0	0.0	0.033	0.0	0.03
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.013	0.006	0.0	0.0	0.033	0.0	0.03
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.0	0.0	0.0	0.0	0.0	0.004	0.712	0.763	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.004	0.0	0.0	0.0	0.004	0.71	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0	0.05	0.02	0.0	0.0	0.0	0.005	0.0	0.032
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.0	0.05	0.02	0.0	0.0	0.0	0.005	0.0	0.032
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0	0.05	0.02	0.0	0.0	0.0	0.005	0.0	0.032
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.0	0.05	0.02	0.0	0.0	0.0	0.005	0.0	0.032
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0	0.05	0.02	0.0	0.0	0.0	0.005	0.0	0.032
